""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K02138"	0.804669420330976	-1.45160497227007	3.03353905466049	-0.47851863652124	0.632281113035369	NA	"K02138"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02139"	0	0	0	0	1	NA	"K02139"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02140"	0.987655913240078	-1.71857207632814	3.02345270165081	-0.56841374610881	0.569754058694506	NA	"K02140"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02141"	0	NA	NA	NA	NA	NA	"K02141"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02144"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K02144"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02145"	2.87938771616822	1.60886558180019	2.28281878617823	0.704771483194978	0.480952457768807	NA	"K02145"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02146"	1.21454421537128	-2.01746517460991	2.9463807824767	-0.684726558973157	0.493516486281136	NA	"K02146"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02147"	0.962603926928021	-1.47998809354305	2.80886584699227	-0.526898817587823	0.598263855018009	NA	"K02147"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02148"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K02148"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02149"	1.11210898411187	-1.90333508150569	2.97277611154939	-0.640255105021577	0.522006762893936	NA	"K02149"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02150"	0.959139252380821	-1.72980387837038	3.02306620777685	-0.572201784373909	0.56718527877338	NA	"K02150"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02151"	0	NA	NA	NA	NA	NA	"K02151"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02152"	2.99232485920342	-0.238342749354327	2.66812135874802	-0.0893298007502051	0.928819811162269	NA	"K02152"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02154"	0.726250526076675	-1.37247489880997	2.88097032064898	-0.47639327936596	0.633794221722117	NA	"K02154"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02155"	1.55720745280562	-2.34863525459449	2.86819480742641	-0.818854858991216	0.412869227272115	NA	"K02155"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02160"	307.885545385158	5.68180262502579	1.85212098996673	3.06772757060966	0.0021569315767907	0.0122631996906246	"K02160"	"Metabolism"	"Overview"	" Carbon metabolism"
"K02167"	2.68012078572841	-2.27513931769987	2.60391408497013	-0.873738243067252	0.382260819202687	NA	"K02167"	NA	NA	NA
"K02168"	1.41650155029836	1.23647523971629	2.5061014360455	0.493385950756799	0.621739907387516	NA	"K02168"	NA	NA	NA
"K02169"	1.18518709588809	2.16743095747758	3.02743423414422	0.715929988844254	0.474034580021239	NA	"K02169"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Biotin metabolism"
"K02170"	1.92284576361713	0.088253863120945	2.70371695320612	0.0326416798238779	0.973960331833019	NA	"K02170"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Biotin metabolism"
"K02171"	0	NA	NA	NA	NA	NA	"K02171"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K02173"	1.63071825392869	-0.0348801331324934	2.51257369646779	-0.0138822328600862	0.988923936489104	NA	"K02173"	NA	NA	NA
"K02179"	0	NA	NA	NA	NA	NA	"K02179"	"Cellular Processes"	"Cell growth and death"	" Cell cycle - yeast"
"K02180"	0.402334710165488	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K02180"	"Cellular Processes"	"Cell growth and death"	" Cell cycle"
"K02182"	0	NA	NA	NA	NA	NA	"K02182"	NA	NA	NA
"K02183"	1.97531182648016	2.79871765892476	3.01443283047168	0.928439217697493	0.353179783296206	NA	"K02183"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K02188"	6.51922022693728	4.30950939554688	2.81034148901496	1.53344688266243	0.125165784785525	0.190077260679907	"K02188"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02189"	0.93416709376689	1.97091564276987	3.03088929295034	0.650276355310665	0.51551372739244	NA	"K02189"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02190"	1.34774127951224	2.34574347975042	2.93355287821463	0.799625429345609	0.42392784958966	NA	"K02190"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02191"	0	NA	NA	NA	NA	NA	"K02191"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02192"	12.4445046683002	0.00893482117149654	2.56350873528842	0.00348538744904697	0.997219068796415	0.997926818312949	"K02192"	NA	NA	NA
"K02193"	0.443899530294376	1.33122071426441	3.04243559519428	0.437550992490081	0.661711803643028	NA	"K02193"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K02194"	0.950155839459944	-0.368302007836495	3.03469801054472	-0.121363643616844	0.903403012166088	NA	"K02194"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K02195"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02195"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K02196"	7.42994035374825	-2.66690105801122	2.43996755860273	-1.09300676913034	0.274390827694874	0.364738350114363	"K02196"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K02197"	0.443899530294376	1.33122071426441	3.04243559519428	0.437550992490081	0.661711803643028	NA	"K02197"	NA	NA	NA
"K02198"	7.52923399592478	0.664082973986326	2.49770826645695	0.265876917214332	0.790334002840811	0.8493680975652	"K02198"	NA	NA	NA
"K02199"	4.44480901559113	-2.3944377708395	2.89564824092346	-0.826909062019176	0.408288606701747	NA	"K02199"	NA	NA	NA
"K02200"	3.02224424152736	1.62918009430366	2.44924388437669	0.665176752995456	0.505937447548864	NA	"K02200"	NA	NA	NA
"K02203"	0	NA	NA	NA	NA	NA	"K02203"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K02204"	0	NA	NA	NA	NA	NA	"K02204"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K02205"	0	0	0	0	1	NA	"K02205"	NA	NA	NA
"K02207"	0.705937296507637	-1.28587230767355	3.03891489532788	-0.423135346649717	0.672196514674585	NA	"K02207"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Ubiquitin mediated proteolysis"
"K02208"	0.201167355082744	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02208"	NA	NA	NA
"K02209"	0	NA	NA	NA	NA	NA	"K02209"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K02210"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02210"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K02212"	0	NA	NA	NA	NA	NA	"K02212"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K02216"	0	NA	NA	NA	NA	NA	"K02216"	"Cellular Processes"	"Cell growth and death"	" Cell cycle"
"K02217"	42.3378840758441	5.39815952925602	2.18601149970931	2.46941039878969	0.0135335906471159	0.0354690758595417	"K02217"	NA	NA	NA
"K02218"	0.307738383125057	-0.527197310639126	3.04723910323299	-0.17300818635459	0.862644992878099	NA	"K02218"	"Environmental Information Processing"	"Signal transduction"	" MAPK signaling pathway - yeast"
"K02220"	0	NA	NA	NA	NA	NA	"K02220"	"Environmental Information Processing"	"Signal transduction"	" MAPK signaling pathway - yeast"
"K02221"	153.651818530588	5.52689501501331	2.34948176540126	2.35238898058415	0.0186532571026818	0.0436895224498028	"K02221"	NA	NA	NA
"K02224"	0	0	0	0	1	NA	"K02224"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02226"	4.04788766723303	2.00693000873709	2.25479335388329	0.890072700134881	0.373426850650604	NA	"K02226"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02227"	2.84831366251353	1.16535412777817	2.43583099073097	0.478421586806587	0.632350172310285	NA	"K02227"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02228"	0.987655913240078	1.97394409912513	3.03083264251277	0.651287725833845	0.51486077015928	NA	"K02228"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02230"	0.27238298234248	0.99838563309789	3.04583595338182	0.327787066795036	0.743072666764588	NA	"K02230"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02231"	2.29201682146214	3.02783527158293	2.81994397675628	1.07372178190071	0.282947395832489	NA	"K02231"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02232"	1.55000022885386	1.37766954117376	2.27239843960727	0.606262316133194	0.544340578039614	NA	"K02232"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02233"	1.76733191448306	2.65810029310538	2.61145803509935	1.01786061938547	0.308744198826152	NA	"K02233"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02236"	0.351054440218347	1.12966434673823	3.04441170972557	0.371061621898723	0.710591634973386	NA	"K02236"	NA	NA	NA
"K02237"	4.29386108894089	-0.630325853232038	2.07427537743143	-0.30387761436602	0.761221132968216	NA	"K02237"	NA	NA	NA
"K02238"	0	0	0	0	1	NA	"K02238"	NA	NA	NA
"K02240"	2.71029075211082	3.24333089943317	2.37569696136375	1.36521237859031	0.172186308870923	NA	"K02240"	NA	NA	NA
"K02241"	0	NA	NA	NA	NA	NA	"K02241"	NA	NA	NA
"K02242"	2.47750324362399	3.09788163578082	2.5646269557284	1.20792680154177	0.227075419325119	NA	"K02242"	NA	NA	NA
"K02243"	0.468072586957796	1.32540498544208	3.04248924243201	0.435631773798029	0.663103913775885	NA	"K02243"	NA	NA	NA
"K02244"	0	0	0	0	1	NA	"K02244"	NA	NA	NA
"K02245"	1.98930849457063	2.83194399946091	3.01381723912811	0.939653527325428	0.3473953102079	NA	"K02245"	NA	NA	NA
"K02246"	0.702108880436693	1.66130239740873	3.03730333083778	0.546966244873044	0.5844019226918	NA	"K02246"	NA	NA	NA
"K02248"	1.77525852452716	2.60733449952242	3.01825512587764	0.863854906488151	0.387667601088837	NA	"K02248"	NA	NA	NA
"K02250"	0	NA	NA	NA	NA	NA	"K02250"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"
"K02256"	0	0	0	0	1	NA	"K02256"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02257"	1.16819375087634	1.05048842805912	2.74027048293593	0.383352094109201	0.701458718453009	NA	"K02257"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02258"	1.414779281149	-2.18604120740087	2.65493187597224	-0.823388813545483	0.410286922398346	NA	"K02258"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02259"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02259"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02261"	7.55978321206389	-1.28072033049439	2.68634341763097	-0.476752273029869	0.633538535096295	0.718855444925643	"K02261"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02262"	1.06571028042313	-1.86221699081474	3.01872067878484	-0.616889467085231	0.537307634685556	NA	"K02262"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02263"	3.61191250216669	-2.62037416778689	2.58100751120734	-1.01525243782074	0.309985510136152	NA	"K02263"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02264"	0.221949765147188	0.900503494708197	3.0469736878989	0.295540292416886	0.767581177240925	NA	"K02264"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02265"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K02265"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02266"	0	NA	NA	NA	NA	NA	"K02266"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02267"	1.18518709588809	2.16743095747758	3.02743423414422	0.715929988844254	0.474034580021239	NA	"K02267"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02269"	1.02435231259406	-1.81450536351025	3.02024253241555	-0.600781342569542	0.547985632458539	NA	"K02269"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02272"	0	NA	NA	NA	NA	NA	"K02272"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02274"	1.10594296443225	1.16846900796873	2.75821926174717	0.423631661258348	0.671834461221833	NA	"K02274"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02275"	0	NA	NA	NA	NA	NA	"K02275"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02276"	4.17017267522071	0.327685057010878	2.4801946219969	0.132120702990254	0.894888820840063	NA	"K02276"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02278"	0.87922656272607	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K02278"	NA	NA	NA
"K02279"	1.5389428793879	1.8298861876952	2.95816945015136	0.618587345495565	0.536188240445922	NA	"K02279"	NA	NA	NA
"K02280"	0.987655913240078	1.9739440921413	3.03083264264329	0.651287723501538	0.514860771664559	NA	"K02280"	NA	NA	NA
"K02282"	0	NA	NA	NA	NA	NA	"K02282"	NA	NA	NA
"K02283"	3.1851125692599	1.96561106450251	1.93204917839535	1.01737113448377	0.30897690840383	NA	"K02283"	NA	NA	NA
"K02291"	0	NA	NA	NA	NA	NA	"K02291"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Carotenoid biosynthesis"
"K02297"	7.80145438939419	3.19299624216822	2.34477364076787	1.36175031425318	0.173276696685067	0.247037555435738	"K02297"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02298"	6.23318444242216	1.08430808862903	1.85900126291827	0.583274530393207	0.559708505411402	0.65710990227317	"K02298"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02299"	3.12547362209271	-0.0340236612476406	2.13017415923202	-0.0159722439126325	0.987256535019399	NA	"K02299"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02300"	3.35006635201477	1.49804053196556	2.6639317040098	0.562341943568106	0.57388306621573	NA	"K02300"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02301"	1.17018146739449	2.18423088060486	3.02715882750833	0.721544856106119	0.470574352933906	NA	"K02301"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K02302"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K02302"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02303"	0.244144741661907	0.953716601338183	3.04634689063898	0.313068943090108	0.754228283726403	NA	"K02303"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02304"	0.696065616270838	1.6606613564298	3.0373179705556	0.54675255357806	0.58454874359105	NA	"K02304"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K02307"	0	NA	NA	NA	NA	NA	"K02307"	"Cellular Processes"	"Cell growth and death"	" Cell cycle - yeast"
"K02309"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K02309"	"Cellular Processes"	"Cell growth and death"	" Cell cycle - yeast"
"K02313"	93.0483604399474	3.86622017079053	1.51923687181105	2.54484356095288	0.0109326705254591	0.0305854473033676	"K02313"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K02314"	244.644389858069	5.34477426894708	1.72515408923767	3.09814311793382	0.00194737360045673	0.0114959642740415	"K02314"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K02315"	2.78472696038118	1.74065221451424	2.4427214630884	0.712587268264916	0.476101192421723	NA	"K02315"	NA	NA	NA
"K02316"	177.902992613816	7.6714475793748	1.90542756515992	4.02610297008637	5.67088634539821e-05	0.00148073143463176	"K02316"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K02317"	2.24981637712614	2.98084316090807	2.63552624737823	1.13102389470541	0.258045034405317	NA	"K02317"	"Genetic Information Processing"	"Replication and repair"	" Homologous recombination"
"K02319"	146.895736587589	-0.028680122422297	0.936155705075118	-0.0306360600772023	0.975559783855213	0.982528068025608	"K02319"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02320"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02320"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02321"	1.10664948979758	0.593443295376894	2.98900609883827	0.198542015557461	0.842621015311602	NA	"K02321"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02324"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K02324"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02325"	0	NA	NA	NA	NA	NA	"K02325"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02326"	1.3188398440891	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K02326"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02327"	0	NA	NA	NA	NA	NA	"K02327"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02328"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K02328"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K02334"	1.77368569823213	1.82549740884031	2.92231805218657	0.624674445505482	0.532184748389312	NA	"K02334"	NA	NA	NA
