	M1	M10	M2	M3	M4	M5	M6	M7	M8	M9	MOC 	NEG1	M11	M12	M13	M14	M15	M16	M17	M19	M20	NEG2
K01710|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.376	0	0	0	0	0	0
K01710|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	45.026	0	0	136.357	43.309	148.346	1.116	13.971	25.895	1701.734	0	33.899	0	0	0	28.061	0	0	0	0	0
K01711	10.305	15.725	10.864	14.704	9.073	12.09	35.288	5.04	8.584	4.032	1634.245	0	14.113	0	0	29.514	23.659	8.169	0	0	8.547	0
K01711|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	9.073	12.09	24.191	5.04	0	4.032	1634.245	0	14.113	0	0	0	13.102	0	0	0	0	0
K01711|unclassified	10.305	15.725	10.864	14.704	0	0	11.098	0	8.584	0	0	0	0	0	0	29.514	10.557	8.169	0	0	8.547	0
K01714	0	152.928	0	4.587	603.945	118.838	663.929	31.256	27.449	114.934	818.155	0	45.443	0	0	10.18	31.096	0	11.992	0	0	0
K01714|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.509	0	0	0	0	0	0
K01714|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.546	10.189	7.642	2.548	0	2.548	662.73	0	0	0	0	0	0	0	0	0	0	0
K01714|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	4.587	0	0	0	0	0	0	0	0	0	0	0	7.671	0	0	11.992	0	0	0
K01714|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	152.928	0	0	601.399	108.649	656.288	28.708	27.449	112.386	155.425	0	45.443	0	0	0	31.096	0	0	0	0	0
K01719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	6.39	0	0	0	0	1.597
K01719|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.005	0	0	0	0	0	0
K01719|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.195	6.39	0	0	0	0	1.597
K01727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277	0	2.185	1.68	0	0.874	0
K01727|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277	0	2.185	1.68	0	0.874	0
K01735	0	16.528	0	1.014	40.285	5.165	52.73	6.244	6.197	9.296	528.17	0	5.165	0	0	7.096	14.443	0	1.014	0	0	2.96
K01735|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.011	0	0	0	0	0	0
K01735|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	4.224	2.112	0	0	276.458	0	0	0	0	0	0	0	0	0	0	0
K01735|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	1.014	0	0	0	0	0	0	0	0	0	0	0	6.085	1.014	0	1.014	0	0	1.014
K01735|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.946
K01735|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	16.528	0	0	40.285	5.165	48.506	4.132	6.197	9.296	251.712	0	5.165	0	0	0	13.429	0	0	0	0	0
K01736	0	379.347	0	0	1025.3	341.128	1223.845	63.106	366.07	163.762	2113.164	0	244.463	0	0	4.107	233.889	0	3.646	0	1.823	0
K01736|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.107	0	0	0	0	0	0
K01736|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.022	1.012	10.109	0	0	2.021	433.305	0	4.044	0	0	0	1.011	0	0	0	0	0
K01736|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.646	0	1.823	0
K01736|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	34.768	0	0	120.601	25.007	133.434	0.937	13.759	12.141	974.055	0	26.563	0	0	0	13.119	0	0	0	0	0
K01736|g__Veillonella.s__Veillonella_parvula	0	344.579	0	0	902.677	315.109	1080.301	62.169	352.31	149.6	705.804	0	213.855	0	0	0	219.759	0	0	0	0	0
K01737	0	2.907	0	0	0	0	14.535	0	0	0	182.385	0	2.907	5.822	0	0	15.864	0	0	0	0	0
K01737|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	2.907	0	0	0	0	14.535	0	0	0	182.385	0	2.907	0	0	0	5.814	0	0	0	0	0
K01737|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	5.822	0	0	10.05	0	0	0	0	0
K01738	0	57564.406	0	0	103342.317	44097.312	127085.67	11079.894	45076.31	30136.35	5987.752	0	27241.887	0	0	0	31602.556	2.392	0	0	0	4.783
K01738|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.783
K01738|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	96.705	0	0	944.858	132.82	810.618	37.479	68.745	49.574	913.871	0	68.865	0	0	0	72.5	0	0	0	0	0
K01738|g__Veillonella.s__Veillonella_parvula	0	57467.7	0	0	102397.459	43964.492	126265.378	11042.415	45007.565	30086.776	5073.881	0	27173.023	0	0	0	31530.055	2.392	0	0	0	0
K01738|unclassified	0	0	0	0	0	0	9.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.579	0	0	0	0	0	0
K01739|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.579	0	0	0	0	0	0
K01740	0	80637.951	0	0	97254.957	44002.413	140598.693	15754.388	55096.36	32678.077	820.746	10.445	34377.205	0	0	2.534	38752.029	0	0	0	0	1.47
K01740|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	50.308	0	0	0	0	0	0.853	0	0	0	0	0
K01740|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732	0	0	0	0	1.47
K01740|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.534	0	0	0	0	0	0
K01740|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	26.248	0	0	124.382	23.709	122.683	8.467	11.007	18.553	272.527	0	5.07	0	0	0	1.693	0	0	0	0	0
K01740|g__Veillonella.s__Veillonella_parvula	0	80596.376	0	0	97104.705	43965.256	140448.112	15745.921	55085.353	32654.524	497.912	0	34372.136	0	0	0	38748.75	0	0	0	0	0
K01740|unclassified	0	15.327	0	0	25.869	13.449	27.897	0	0	5	0	10.445	0	0	0	0	0	0	0	0	0	0
K01744	0	685.097	0	0	1328.16	616.1	1635.784	125.999	513.23	289.362	3414.766	0	323.59	0	0	3.981	369.291	0	6.368	0	0	0
K01744|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.981	5.573	0	6.368	0	0	0
K01744|g__Veillonella.s__Veillonella_parvula	0	685.097	0	0	1328.16	616.1	1635.784	125.999	513.23	289.362	3414.766	0	323.59	0	0	0	363.718	0	0	0	0	0
K01745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.548	0	0	2.773	0	0	0
K01745|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.548	0	0	2.773	0	0	0
K01749	0	0	0	8.18	0	0	0	0	0	0	0	0	0	0	0	7.875	6.924	0	2.358	0	2.21	2.21
K01749|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	8.18	0	0	0	0	0	0	0	0	0	0	0	1.105	6.924	0	2.358	0	2.21	2.21
K01749|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77	0	0	0	0	0	0
K01751	0	17.983	0	0	66.542	27.874	100.683	4.497	26.975	15.248	393.718	0	17.083	0	0	0	25.177	0	0	0	0	0
K01751|g__Veillonella.s__Veillonella_parvula	0	17.983	0	0	66.542	27.874	100.683	4.497	26.975	15.248	393.718	0	17.083	0	0	0	25.177	0	0	0	0	0
K01752	0	2016.269	0	0	4012.411	1552.364	4515.114	307.64	1863.763	962.715	11796.109	0	1331.401	0	0	14.784	1607.068	3.387	0	0	0	0
K01752|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.294	0	0	0	0	0	0
K01752|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.487	0	0	0	0	0	0
K01752|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.003	1.334	0	0	0	0	0
K01752|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	19.402	0	0	80.205	18.11	115.119	6.421	29.751	7.76	286.895	0	25.872	0	0	0	28.459	0	0	0	0	0
K01752|g__Veillonella.s__Veillonella_parvula	0	1996.868	0	0	3926.113	1534.254	4399.995	301.218	1834.012	954.954	11498.573	0	1305.529	0	0	0	1577.275	3.387	0	0	0	0
K01752|unclassified	0	0	0	0	6.093	0	0	0	0	0	10.641	0	0	0	0	0	0	0	0	0	0	0
K01754	0	1170.948	0	0	2992.508	905.915	3960.527	254.53	1016.613	408.463	341.86	0	655.734	0	0	5.548	774.3	0	0	0	0	0
K01754|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.548	0	0	0	0	0	0
K01754|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	145.001	0	0	406.505	114.669	705.064	29.495	41.608	53.757	197.926	0	58.208	0	0	0	39.913	0	0	0	0	0
K01754|g__Veillonella.s__Veillonella_parvula	0	1019.921	0	0	2586.003	791.246	3255.463	225.035	975.005	354.706	143.934	0	597.526	0	0	0	734.386	0	0	0	0	0
K01754|unclassified	0	6.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01755	0	142.934	0	0	593.165	346.209	736.822	53.461	158.634	90.275	1315.291	0	119.668	0	0	4.507	131.635	0	0	0	0	0
K01755|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.568	0	0	0	0	0	0
K01755|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.939	1.47	0	0	0	0	0
K01755|g__Veillonella.s__Veillonella_parvula	0	142.934	0	0	593.165	346.209	736.822	53.461	158.634	90.275	1315.291	0	119.668	0	0	0	130.165	0	0	0	0	0
K01756	0	5585.475	0	0	10777.814	4237.205	12670.478	1184.131	4252.987	2879.533	22302.796	0	2382.616	0	0	10.651	2855.608	3.344	1.499	0	0	4.497
K01756|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.155	0	0	0	0	0	0
K01756|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	12.83	4.811	7.217	1.604	0	4.81	1400.792	0	4.793	0	0	0	1.604	0	0	0	0	0
K01756|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.997	0	0	1.499	0	0	4.497
K01756|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.499	0.75	0	0	0	0	0
K01756|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	75.7	0	0	494.587	90.27	373.512	22.401	29.347	60.677	5723.394	0	39.982	0	0	0	71.045	0	0	0	0	0
K01756|g__Veillonella.s__Veillonella_parvula	0	5509.774	0	0	10270.396	4142.123	12289.749	1160.126	4223.64	2814.046	15178.61	0	2337.842	0	0	0	2782.21	3.344	0	0	0	0
K01759	0	2523.594	5.78	0	7811.844	2539.421	8368.959	692.026	1791.674	797.114	13625.177	0	1330.623	0	0	0	1449.711	0	0	0	0	0
K01759|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	349.882	0	0	2880.917	675.464	3026.15	255.12	198.056	123.648	9230.448	0	155.878	0	0	0	163.235	0	0	0	0	0
K01759|g__Veillonella.s__Veillonella_parvula	0	2173.712	0	0	4920.699	1863.956	5342.808	436.905	1593.618	673.466	4376.613	0	1174.745	0	0	0	1286.476	0	0	0	0	0
K01759|unclassified	0	0	5.78	0	10.229	0	0	0	0	0	18.116	0	0	0	0	0	0	0	0	0	0	0
K01766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.907	0	0	0	0	0	0
K01766|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.907	0	0	0	0	0	0
K01770	0	0	0	7.365	0	9.901	2.475	0	0	0	339.898	0	0	0	0	0	0	0	0	0	0	4.944
K01770|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	9.901	2.475	0	0	0	339.898	0	0	0	0	0	0	0	0	0	0	0
K01770|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	7.365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.944
K01772	0	119.269	0	0	632.047	91.835	471.414	34.253	118.54	73.692	907.522	0	44.475	0	0	2.292	52.173	0	0	0	0	0
K01772|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.292	0	0	0	0	0	0
K01772|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	54.27	0	0	446.303	28.094	229.15	3.004	41.24	41.198	788.843	0	12.097	0	0	0	10.992	0	0	0	0	0
K01772|g__Veillonella.s__Veillonella_parvula	0	64.998	0	0	182.452	63.741	242.264	31.248	77.3	32.494	118.679	0	32.378	0	0	0	41.181	0	0	0	0	0
K01772|unclassified	0	0	0	0	3.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01775	0	1114.169	0	2.079	2000.396	921.768	2476.786	257.643	955.558	508.076	3269.264	0	547.511	0	0	16.703	618.773	1.945	5.131	0	0	4.715
K01775|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.035	0	0	0	0	0	0
K01775|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	2.079	0	0	0	0	0	0	0	0	0	0	0	9.861	4.158	1.945	5.131	0	0	3.891
K01775|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824	0	0	0	0	0	0.824
K01775|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.984	0	0	0	0	0	0
K01775|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	27.887	0	0	109.406	15.933	108.428	5.976	10.954	10.955	389.987	0	30.875	0	0	0	18.925	0	0	0	0	0
K01775|g__Veillonella.s__Veillonella_parvula	0	1086.281	0	0	1890.99	905.835	2368.357	251.667	944.604	497.121	2879.277	0	516.636	0	0	0	595.69	0	0	0	0	0
K01776	0	1384.21	0	0	2787.705	1006.255	3229.326	268.283	900.774	609.067	2557.914	0	644.621	0	0	2.89	854.385	2.841	5.296	0	2.649	2.649
K01776|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89	0	0	0	0	0	0
K01776|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	1.351	0	8.108	0	0	0	135.058	0	0	0	0	0	0	0	0	0	0	0
K01776|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.296	0	2.649	2.649
K01776|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	23.02	0	0	113.563	15.817	124.988	2.878	5.632	21.418	129.438	0	7.194	0	0	0	7.194	0	0	0	0	0
K01776|g__Veillonella.s__Veillonella_parvula	0	1361.191	0	0	2672.791	990.438	3096.23	265.405	895.142	587.65	2293.418	0	637.426	0	0	0	847.191	2.841	0	0	0	0
K01778	0	432.794	0	0	657.531	299.535	887.346	77.649	432.371	254.428	1424.024	0	325.418	0	0	1.385	344.586	2.725	5.536	0	0	0
K01778|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.385	0	0	5.536	0	0	0
K01778|g__Veillonella.s__Veillonella_parvula	0	432.794	0	0	657.531	299.535	887.346	77.649	432.371	254.428	1424.024	0	325.418	0	0	0	344.586	2.725	0	0	0	0
K01783	0	679.211	3.315	24.397	1788.372	810.404	2216.278	175.897	570.443	293.559	1108.77	0	299.193	0	0	38.88	408.74	11.899	0	0	0	4.107
K01783|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.986	0	0	0	0	0	0
K01783|g__Veillonella.s__Veillonella_parvula	0	672.813	0	0	1774.836	810.404	2210.55	175.897	570.443	293.559	1108.77	0	299.193	0	0	0	403.829	0	0	0	0	0
K01783|unclassified	0	6.398	3.315	24.397	13.536	0	5.728	0	0	0	0	0	0	0	0	24.894	4.911	11.899	0	0	0	4.107
K01784	0	2387.03	0	0	4534.388	1624.226	5521.709	428.899	1843.616	1057.376	6133.033	0	1146.632	0	0	4.348	1263.079	2.247	0	0	0	1.094
K01784|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	1.066	4.264	26.654	8.528	0	2.132	1052.246	0	8.42	0	0	0	0	0	0	0	0	0
K01784|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.188	0	0	0	0	1.094
K01784|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.348	0	0	0	0	0	0
K01784|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	108.752	0	0	481.508	147.636	431.531	22.926	37.489	76.362	1582.617	0	39.021	0	0	0	32.816	0	0	0	0	0
K01784|g__Veillonella.s__Veillonella_parvula	0	2278.279	0	0	4051.814	1472.326	5063.524	397.445	1806.127	978.883	3498.169	0	1099.191	0	0	0	1228.075	2.247	0	0	0	0
K01785	0	2.132	0	0	53.3	4.451	40.729	4.263	13.858	3.202	1653.312	0	24.104	0	0	15.475	16.573	0	7.498	0	2.5	0
K01785|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	2.319	2.35	0	0	0	496.56	0	7.049	0	0	0	2.35	0	0	0	0	0
K01785|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.211	2.5	0	7.498	0	2.5	0
K01785|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.264	0	0	0	0	0	0
K01785|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	2.132	0	0	53.3	2.132	38.378	4.263	13.858	3.202	1156.751	0	17.055	0	0	0	11.723	0	0	0	0	0
K01786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.518	0	0	0	1.757	0
K01786|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.518	0	0	0	1.757	0
K01787	0	0	0	0	5.515	0	7.353	4.596	0	7.353	581.365	0	1.838	0	0	0	1.838	0	0	0	0	0
K01787|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	5.515	0	7.353	4.596	0	7.353	581.365	0	1.838	0	0	0	1.838	0	0	0	0	0
K01788	0	3.339	0	10.161	13.353	6.678	30.047	3.339	6.678	3.339	1515.155	0	10.014	0	0	13.325	13.356	0	0	0	0	3.39
K01788|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	10.161	0	0	0	0	0	0	0	0	0	0	0	9.989	0	0	0	0	0	3.39
K01788|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.336	0	0	0	0	0	0
K01788|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	3.339	0	0	13.353	6.678	30.047	3.339	6.678	3.339	1515.155	0	10.014	0	0	0	13.356	0	0	0	0	0
K01790	0	4.049	0	0	57.019	14.517	44.793	0	14.095	7.963	1746.655	0	14.17	0	0	12.539	4.049	0	0	0	0	0
K01790|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	4.396	4.396	4.396	0	0	0	1026.154	0	0	0	0	0	0	0	0	0	0	0
K01790|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	4.049	0	0	52.623	10.121	40.398	0	14.095	7.963	708.686	0	14.17	0	0	0	4.049	0	0	0	0	0
K01790|unclassified	0	0	0	0	0	0	0	0	0	0	11.815	0	0	0	0	12.539	0	0	0	0	0	0
K01791	0	1062.126	0	0	2702.205	1119.967	3147.386	198.318	973.84	511.403	2312.951	0	659.125	0	0	0	770.015	0	0	0	0	0
K01791|g__Veillonella.s__Veillonella_parvula	0	1062.126	0	0	2702.205	1119.967	3147.386	198.318	973.84	511.403	2312.951	0	659.125	0	0	0	770.015	0	0	0	0	0
K01792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.634	0	0	0	0	0
K01792|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.634	0	0	0	0	0
K01802	0	0	0	0	0	0	5.612	0	0	0	0	0	0	0	0	0	8.713	0	0	0	6.151	2.003
K01802|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.003
K01802|unclassified	0	0	0	0	0	0	5.612	0	0	0	0	0	0	0	0	0	8.713	0	0	0	6.151	0
K01803	0	769.376	0	1.471	2740.724	830.294	2694.451	230.31	433.051	475.652	4731.236	0	302.323	0	0	0	286.703	0	0	0	0	5.88
K01803|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	3.958	3.958	10.377	4.453	0	1.979	982.616	0	0.975	0	0	0	1.98	0	0	0	0	0
K01803|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	1.471	0	0	0	0	0	0	0	0	0	0	0	0	5.822	0	0	0	0	5.88
K01803|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.908	0	0	0	0	0
K01803|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	341.784	0	0	1886.696	503.142	1655.686	112.766	109.59	304.035	2442.31	0	78.108	0	0	0	76.631	0	0	0	0	0
K01803|g__Veillonella.s__Veillonella_parvula	0	427.592	0	0	850.07	323.193	1028.388	113.09	323.461	169.637	1306.311	0	223.24	0	0	0	196.362	0	0	0	0	0
K01804	0	0	31.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01804|unclassified	0	0	31.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01807	0	47.939	0	0	427.495	39.387	256.738	13.699	37.668	37.665	683.955	0	41.087	0	0	0	30.816	0	0	0	0	23.077
K01807|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	47.939	0	0	427.495	39.387	256.738	13.699	37.668	37.665	683.955	0	41.087	0	0	0	30.816	0	0	0	0	0
K01807|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.077
K01808	0	1939.084	0	5.348	4122.453	1370.187	5325.435	558.177	1636.471	811.452	1433.807	0	1024.488	0	0	5.348	1218.19	0	0	0	0	0
K01808|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	5.348	0	0	0	0	0	0	0	0	0	0	0	5.348	13.243	0	0	0	0	0
K01808|g__Veillonella.s__Veillonella_parvula	0	1939.084	0	0	4122.453	1370.187	5325.435	558.177	1631.303	811.452	1433.807	0	1024.488	0	0	0	1204.946	0	0	0	0	0
K01808|unclassified	0	0	0	0	0	0	0	0	5.168	0	0	0	0	0	0	0	0	0	0	0	0	0
K01809	0	23.454	0	0	158.091	5.917	74.134	2.367	8.085	4.661	1799.693	0	10.842	0	0	7.393	27.796	0	7.393	0	0	1.848
K01809|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.393	0.894	0	7.393	0	0	1.848
K01809|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869	0	0	0	0	0
K01809|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	23.454	0	0	158.091	5.917	74.134	2.367	8.085	4.661	1790.463	0	10.842	0	0	0	26.033	0	0	0	0	0
K01809|unclassified	0	0	0	0	0	0	0	0	0	0	9.23	0	0	0	0	0	0	0	0	0	0	0
K01810	0	2439.79	0	0	4873.961	1882.435	5898.75	533.081	1742.473	1244.711	27715.546	0	1297.932	0	0	19.656	1578.334	0	1.263	0	2.527	2.532
K01810|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0
K01810|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	11.122	3.185	6.369	0	0	1.592	735.057	0	0.797	0	0	0	1.592	0	0	0	0	0
K01810|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.897	0	0	1.263	0	2.527	1.263
K01810|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.268	0	0	0	0	0	1.268
K01810|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0
K01810|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	173.859	0	0	1068.598	285.476	820.016	47.915	68.521	214.539	20682.98	0	84.63	0	0	0	100.607	0	0	0	0	0
K01810|g__Veillonella.s__Veillonella_parvula	0	2265.93	0	0	3794.241	1593.775	5072.365	485.166	1673.952	1028.579	6287.549	0	1212.506	0	0	0	1476.136	0	0	0	0	0
K01810|unclassified	0	0	0	0	0	0	0	0	0	0	9.959	0	0	0	0	0	0	0	0	0	0	0
K01812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.046	0	0	0	0	0	1.523
K01812|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.046	0	0	0	0	0	1.523
K01814	0	2951.314	0	3.512	6967.179	1929.658	9400.021	390.854	2387.943	1252.962	134.419	0	1433.229	0	0	0	1572.874	0	2.994	0	2.994	2.963
K01814|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.994	0	2.994	2.963
K01814|g__Veillonella.s__Veillonella_parvula	0	2951.314	0	0	6967.179	1929.658	9400.021	390.854	2387.943	1252.962	134.419	0	1433.229	0	0	0	1567.219	0	0	0	0	0
K01814|unclassified	0	0	0	3.512	0	0	0	0	0	0	0	0	0	0	0	0	5.655	0	0	0	0	0
K01817	0	2	0	6.757	5.883	3.996	137.052	0	0	2	0	0	18	0	0	0	25.988	0	2.994	0	2.994	2.963
